input	output
segment: क्षयमवघोषयत्यभीतः	क्षयम् अवघोषयति अभीतः
segment: ईदृशमिव	ईदृशम् इव
segment: रुद्रश्च	रुद्रः च
segment: ज्ञानं च	ज्ञानम् च
segment: .चाप्तवाक्यादेवानित्यत्व-क	.च आप्तवाक्यात् एव अनित्यत्व-क
segment: हेत्वाभासत्वमित्यर्थः	हेत्वाभासत्वम् इति अर्थः
segment: सृष्टं त्वयेव	सृष्टम् त्वया एव
tag: महान् अग्निः करोति ।	महान्|ADJ अग्निः|NOUN करोति|VERB ।|SYM
segment: प्रेषितास्तेषामस्म्यहमद्य	प्रेषिताः तेषाम् अस्मि अहम् अद्य
segment: ज्ञानादिजनकत्वं त्वन्तः	ज्ञानादिजनकत्वम् त्वन्तः
segment: कान्तां मेरुगुहामेव	कान्ताम् मेरुगुहाम् एव
tag: क्षेत्रम् च पितृ करोति ।	क्षेत्रम्|NOUN च|CONJ पितृ|NOUN करोति|VERB ।|SYM
segment: शक्तो न	शक्तः न
segment: अनुभूतं महद्	अनुभूतम् महत्
segment: वानरेन्द्रस्तु	वानरेन्द्रः तु
segment: कवचं सह	कवचम् सह
tag: नगरम् च आचार्यम् नमस्कृत्य ।	नगरम्|NOUN च|CONJ आचार्यम्|NOUN नमस्कृत्य|VERB ।|SYM
segment: विभीषणः---यदाज्ञापयति	विभीषणः---यद् आज्ञापयति
segment: तत्तद्दुरितध्वंसत्व	तत्तत् दुरितध्वंसत्व
segment: वास्ति	वा अस्ति
segment: रभसविवृतवक्त्रा राक्षसाः	रभसविवृतवक्त्राः राक्षसाः
tag: सर्वे राज्ञाम् संगच्छति ।	सर्वे|PRON राज्ञाम्|NOUN संगच्छति|VERB ।|SYM
segment: कालचक्रं तवाद्य	कालचक्रम् तव अद्य
segment: सार्धं	सार्धम्
segment: इदानीमपि	इदानीम् अपि
segment: .सत्प्रतिपक्षरूपतयैव-ख	.सत्प्रतिपक्षरूपतया एव-ख
segment: सौभद्रेणेदृशं कृतम्	सौभद्रेण ईदृशम् कृतम्
tag: चमूम् अग्निः प्रकाशयति ।	चमूम्|NOUN अग्निः|NOUN प्रकाशयति|VERB ।|SYM
