input	output
segment: ब्रह्मणो	ब्रह्मणः रूपम्
segment: चेन्मैवम्	चेत् मा एवम्
segment: समुदाचारो नावेक्षितः	समुदाचारः न अवेक्षितः
segment: एवोचित	एव उचित
segment: तज्जन्यतावच्छेदकत्वाङ्गीकारेणेति	तज्जन्यतावच्छेदकत्व अङ्गीकारेण इति
segment: (तच्छ्रुत्वा	(तत् श्रुत्वा
segment: विनिगमनाविरहाज्ज्ञानत्वादिनापि	विनिगमनाविरहात् ज्ञानत्वादिन अपि
segment: तदानीमपि	तदानीम् अपि
segment: प्राप्त एव	प्राप्तः एव
segment: ह्यत्रेव	हि अत्र एव
segment: शत्रोर्बलं	शत्रोः बलम्
